代码,展示代码,名称,行业,市场,市值,中证全指权重,最新成交额,纳入日期
sz002272,002272.SZ,川润股份,机械设备,深交所,12936865398.0,0.012,1020790135.0,2026-05-09
sh603011,603011.SH,合锻智能,机械设备,上交所,12936865398.0,0.012,623408778.0,2026-05-09
sz300382,300382.SZ,斯莱克,机械设备,深交所,12936865398.0,0.012,376516236.0,2026-05-09
sh605305,605305.SH,中际联合,机械设备,上交所,12936865398.0,0.012,370987991.0,2026-05-09
sz300276,300276.SZ,三丰智能,机械设备,深交所,12936865398.0,0.012,370916074.0,2026-05-09
sz000837,000837.SZ,秦川机床,机械设备,深交所,12936865398.0,0.012,369432925.0,2026-05-09
sh688003,688003.SH,天准科技,机械设备,上交所,12936865398.0,0.012,355359525.0,2026-05-09
sz000927,000927.SZ,中国铁物,机械设备,深交所,12936865398.0,0.012,226071718.0,2026-05-09
sz002073,002073.SZ,软控股份,机械设备,深交所,12936865398.0,0.012,153881863.0,2026-05-09
sz300048,300048.SZ,合康新能,机械设备,深交所,12936865398.0,0.012,142565584.0,2026-05-09
sh603985,603985.SH,恒润股份,电力设备,上交所,12936865398.0,0.012,1080033770.0,2026-05-09
sh603507,603507.SH,振江股份,电力设备,上交所,12936865398.0,0.012,1079708590.0,2026-05-09
sz002196,002196.SZ,方正电机,电力设备,深交所,12936865398.0,0.012,995487013.0,2026-05-09
sz300153,300153.SZ,科泰电源,电力设备,深交所,12936865398.0,0.012,665939525.0,2026-05-09
sz301487,301487.SZ,盟固利,电力设备,深交所,12936865398.0,0.012,495536624.0,2026-05-09
sz000049,000049.SZ,德赛电池,电力设备,深交所,12936865398.0,0.012,417431425.0,2026-05-09
sz300222,300222.SZ,科大智能,电力设备,深交所,12936865398.0,0.012,416609143.0,2026-05-09
sz300443,300443.SZ,金雷股份,电力设备,深交所,12936865398.0,0.012,311304407.0,2026-05-09
sh688663,688663.SH,新风光,电力设备,上交所,12936865398.0,0.012,284301268.0,2026-05-09
sz300128,300128.SZ,锦富技术,电力设备,深交所,12936865398.0,0.012,277430177.0,2026-05-09
sz002533,002533.SZ,金杯电工,电力设备,深交所,12936865398.0,0.012,182474556.0,2026-05-09
sz001212,001212.SZ,中旗新材,建筑材料,深交所,12936865398.0,0.012,424623256.0,2026-05-09
sz000672,000672.SZ,上峰水泥,建筑材料,深交所,12936865398.0,0.012,300568146.0,2026-05-09
sz002372,002372.SZ,伟星新材,建筑材料,深交所,12936865398.0,0.012,86226836.0,2026-05-09
sz002233,002233.SZ,塔牌集团,建筑材料,深交所,12936865398.0,0.012,67645679.0,2026-05-09
sz002832,002832.SZ,比音勒芬,纺织服饰,深交所,12936865398.0,0.012,232125939.0,2026-05-09
sz002003,002003.SZ,伟星股份,纺织服饰,深交所,12936865398.0,0.012,84397234.0,2026-05-09
sh600108,600108.SH,亚盛集团,农林牧渔,上交所,12936865398.0,0.012,314514079.0,2026-05-09
sz002213,002213.SZ,大为股份,电子,深交所,12936865398.0,0.012,1948631895.0,2026-05-09
sz300671,300671.SZ,富满微,电子,深交所,12936865398.0,0.012,1629833368.0,2026-05-09
sz000727,000727.SZ,冠捷科技,电子,深交所,12936865398.0,0.012,825095306.0,2026-05-09
sh688549,688549.SH,中巨芯,电子,上交所,12936865398.0,0.012,678523322.0,2026-05-09
sz300843,300843.SZ,胜蓝股份,电子,深交所,12936865398.0,0.012,607835499.0,2026-05-09
sz002741,002741.SZ,光华科技,电子,深交所,12936865398.0,0.012,536562767.0,2026-05-09
sh688049,688049.SH,炬芯科技,电子,上交所,12936865398.0,0.012,277220764.0,2026-05-09
sz301086,301086.SZ,鸿富瀚,电子,深交所,12936865398.0,0.012,265413535.0,2026-05-09
sh688709,688709.SH,成都华微,电子,上交所,12936865398.0,0.012,254333931.0,2026-05-09
sh603991,603991.SH,至正股份,电子,上交所,12936865398.0,0.012,232723148.0,2026-05-09
sz002387,002387.SZ,维信诺,电子,深交所,12936865398.0,0.012,84643583.0,2026-05-09
sz000767,000767.SZ,晋控电力,公用事业,深交所,12936865398.0,0.012,1014395581.0,2026-05-09
sh600032,600032.SH,浙江新能,公用事业,上交所,12936865398.0,0.012,693446713.0,2026-05-09
sh603950,603950.SH,长源东谷,汽车,上交所,12936865398.0,0.012,1187332973.0,2026-05-09
sz300547,300547.SZ,川环科技,汽车,深交所,12936865398.0,0.012,658081068.0,2026-05-09
sz000880,000880.SZ,潍柴重机,汽车,深交所,12936865398.0,0.012,568815511.0,2026-05-09
sz002448,002448.SZ,中原内配,汽车,深交所,12936865398.0,0.012,553858727.0,2026-05-09
sz300580,300580.SZ,贝斯特,汽车,深交所,12936865398.0,0.012,474549506.0,2026-05-09
sz002265,002265.SZ,建设工业,汽车,深交所,12936865398.0,0.012,419601074.0,2026-05-09
sh603809,603809.SH,豪能股份,汽车,上交所,12936865398.0,0.012,244495747.0,2026-05-09
sh600651,600651.SH,飞乐音响,汽车,上交所,12936865398.0,0.012,204340099.0,2026-05-09
sz002537,002537.SZ,海联金汇,汽车,深交所,12936865398.0,0.012,190939616.0,2026-05-09
sz002510,002510.SZ,天汽模,汽车,深交所,12936865398.0,0.012,171667805.0,2026-05-09
sh600339,600339.SH,中油工程,石油石化,上交所,12936865398.0,0.012,340363337.0,2026-05-09
sz300055,300055.SZ,万邦达,石油石化,深交所,12936865398.0,0.012,252590270.0,2026-05-09
sh600688,600688.SH,上海石化,石油石化,上交所,12936865398.0,0.012,165832787.0,2026-05-09
sz300057,300057.SZ,万顺新材,有色金属,深交所,12936865398.0,0.012,1018015409.0,2026-05-09
sz000751,000751.SZ,锌业股份,有色金属,深交所,12936865398.0,0.012,895919436.0,2026-05-09
sz300337,300337.SZ,银邦股份,有色金属,深交所,12936865398.0,0.012,814829713.0,2026-05-09
sz300835,300835.SZ,龙磁科技,有色金属,深交所,12936865398.0,0.012,638439548.0,2026-05-09
sh600361,600361.SH,创新新材,有色金属,上交所,12936865398.0,0.012,264741031.0,2026-05-09
sh603118,603118.SH,共进股份,通信,上交所,12936865398.0,0.012,1676576464.0,2026-05-09
sh600717,600717.SH,天津港,交通运输,上交所,12936865398.0,0.012,91320923.0,2026-05-09
sh600350,600350.SH,山东高速,交通运输,上交所,12936865398.0,0.012,75047879.0,2026-05-09
sh600787,600787.SH,中储股份,交通运输,上交所,12936865398.0,0.012,73186363.0,2026-05-09
sz000810,000810.SZ,创维数字,家用电器,深交所,12936865398.0,0.012,209080970.0,2026-05-09
sz300731,300731.SZ,科创新源,基础化工,深交所,12936865398.0,0.012,476869714.0,2026-05-09
sz300596,300596.SZ,利安隆,基础化工,深交所,12936865398.0,0.012,420221245.0,2026-05-09
sz002734,002734.SZ,利民股份,基础化工,深交所,12936865398.0,0.012,394630249.0,2026-05-09
sz002768,002768.SZ,国恩股份,基础化工,深交所,12936865398.0,0.012,362525987.0,2026-05-09
sz002838,002838.SZ,道恩股份,基础化工,深交所,12936865398.0,0.012,359214087.0,2026-05-09
sh600075,600075.SH,新疆天业,基础化工,上交所,12936865398.0,0.012,290941858.0,2026-05-09
sz002254,002254.SZ,泰和新材,基础化工,深交所,12936865398.0,0.012,285226220.0,2026-05-09
sh600328,600328.SH,中盐化工,基础化工,上交所,12936865398.0,0.012,277505788.0,2026-05-09
sz300910,300910.SZ,瑞丰新材,基础化工,深交所,12936865398.0,0.012,174116338.0,2026-05-09
sz002226,002226.SZ,江南化工,基础化工,深交所,12936865398.0,0.012,96699563.0,2026-05-09
sz002967,002967.SZ,广电计量,社会服务,深交所,12936865398.0,0.012,438904781.0,2026-05-09
sz002557,002557.SZ,洽洽食品,食品饮料,深交所,12936865398.0,0.012,155073759.0,2026-05-09
sh601101,601101.SH,昊华能源,煤炭,上交所,12936865398.0,0.012,464938635.0,2026-05-09
sz002067,002067.SZ,景兴纸业,轻工制造,深交所,12936865398.0,0.012,213691867.0,2026-05-09
sz002572,002572.SZ,索菲亚,轻工制造,深交所,12936865398.0,0.012,135071933.0,2026-05-09
sh600315,600315.SH,上海家化,美容护理,上交所,12936865398.0,0.012,101911030.0,2026-05-09
sh600606,600606.SH,绿地控股,房地产,上交所,11858793281.5,0.011,315029978.0,2026-05-09
sh600266,600266.SH,城建发展,房地产,上交所,11858793281.5,0.011,227428763.0,2026-05-09
sh600710,600710.SH,苏美达,商贸零售,上交所,11858793281.5,0.011,281034076.0,2026-05-09
sh600827,600827.SH,百联股份,商贸零售,上交所,11858793281.5,0.011,105663842.0,2026-05-09
sz000785,000785.SZ,居然智家,商贸零售,深交所,11858793281.5,0.011,104214418.0,2026-05-09
sz000925,000925.SZ,众合科技,机械设备,深交所,11858793281.5,0.011,1145587668.0,2026-05-09
sz002931,002931.SZ,锋龙股份,机械设备,深交所,11858793281.5,0.011,1003030388.0,2026-05-09
sh600783,600783.SH,鲁信创投,机械设备,上交所,11858793281.5,0.011,751733979.0,2026-05-09
sh688312,688312.SH,燕麦科技,机械设备,上交所,11858793281.5,0.011,635506102.0,2026-05-09
sz002560,002560.SZ,通达股份,电力设备,深交所,11858793281.5,0.011,1331212986.0,2026-05-09
sz001208,001208.SZ,华菱线缆,电力设备,深交所,11858793281.5,0.011,686207612.0,2026-05-09
sz300490,300490.SZ,华自科技,电力设备,深交所,11858793281.5,0.011,575949578.0,2026-05-09
sh688226,688226.SH,威腾电气,电力设备,上交所,11858793281.5,0.011,536264965.0,2026-05-09
sh688155,688155.SH,先惠技术,电力设备,上交所,11858793281.5,0.011,525119356.0,2026-05-09
sh688499,688499.SH,利元亨,电力设备,上交所,11858793281.5,0.011,418640241.0,2026-05-09
sz000922,000922.SZ,佳电股份,电力设备,深交所,11858793281.5,0.011,240517750.0,2026-05-09
sh603218,603218.SH,日月股份,电力设备,上交所,11858793281.5,0.011,199182167.0,2026-05-09
sh688660,688660.SH,电气风电,电力设备,上交所,11858793281.5,0.011,181567263.0,2026-05-09
sz000877,000877.SZ,天山股份,建筑材料,深交所,11858793281.5,0.011,87334891.0,2026-05-09
sz002345,002345.SZ,潮宏基,纺织服饰,深交所,11858793281.5,0.011,228605835.0,2026-05-09
sz300979,300979.SZ,华利集团,纺织服饰,深交所,11858793281.5,0.011,94812914.0,2026-05-09
sz301498,301498.SZ,乖宝宠物,农林牧渔,深交所,11858793281.5,0.011,519135562.0,2026-05-09
sz300189,300189.SZ,神农种业,农林牧渔,深交所,11858793281.5,0.011,412299622.0,2026-05-09
sz002891,002891.SZ,中宠股份,农林牧渔,深交所,11858793281.5,0.011,248819157.0,2026-05-09
sz301297,301297.SZ,富乐德,电子,深交所,11858793281.5,0.011,1068968816.0,2026-05-09
sz301123,301123.SZ,奕东电子,电子,深交所,11858793281.5,0.011,936254528.0,2026-05-09
sh688678,688678.SH,福立旺,电子,上交所,11858793281.5,0.011,836075891.0,2026-05-09
sh603052,603052.SH,可川科技,电子,上交所,11858793281.5,0.011,833939671.0,2026-05-09
sh688535,688535.SH,华海诚科,电子,上交所,11858793281.5,0.011,775197840.0,2026-05-09
sz002913,002913.SZ,奥士康,电子,深交所,11858793281.5,0.011,561867768.0,2026-05-09
sh688381,688381.SH,帝奥微,电子,上交所,11858793281.5,0.011,528633086.0,2026-05-09
sz002993,002993.SZ,奥海科技,电子,深交所,11858793281.5,0.011,273003721.0,2026-05-09
sz300709,300709.SZ,精研科技,电子,深交所,11858793281.5,0.011,259568024.0,2026-05-09
sh688798,688798.SH,艾为电子,电子,上交所,11858793281.5,0.011,235045317.0,2026-05-09
sz300493,300493.SZ,润欣科技,电子,深交所,11858793281.5,0.011,233965461.0,2026-05-09
sz000536,000536.SZ,华映科技,电子,深交所,11858793281.5,0.011,178727067.0,2026-05-09
sh688352,688352.SH,颀中科技,电子,上交所,11858793281.5,0.011,155394698.0,2026-05-09
sz300680,300680.SZ,隆盛科技,汽车,深交所,11858793281.5,0.011,655723515.0,2026-05-09
sz002703,002703.SZ,浙江世宝,汽车,深交所,11858793281.5,0.011,616885126.0,2026-05-09
sz300681,300681.SZ,英搏尔,汽车,深交所,11858793281.5,0.011,465098958.0,2026-05-09
sh600686,600686.SH,金龙汽车,汽车,上交所,11858793281.5,0.011,297861728.0,2026-05-09
sz300446,300446.SZ,航天智造,汽车,深交所,11858793281.5,0.011,296604771.0,2026-05-09
sz300304,300304.SZ,云意电气,汽车,深交所,11858793281.5,0.011,235462291.0,2026-05-09
sz000572,000572.SZ,海马汽车,汽车,深交所,11858793281.5,0.011,204737363.0,2026-05-09
sh603786,603786.SH,科博达,汽车,上交所,11858793281.5,0.011,204463735.0,2026-05-09
sz000589,000589.SZ,贵州轮胎,汽车,深交所,11858793281.5,0.011,128127060.0,2026-05-09
sh601965,601965.SH,中国汽研,汽车,上交所,11858793281.5,0.011,122593866.0,2026-05-09
sz301039,301039.SZ,中集车辆,汽车,深交所,11858793281.5,0.011,65017527.0,2026-05-09
sz002062,002062.SZ,宏润建设,建筑装饰,深交所,11858793281.5,0.011,537955469.0,2026-05-09
sh600496,600496.SH,精工钢构,建筑装饰,上交所,11858793281.5,0.011,213880023.0,2026-05-09
sh600502,600502.SH,安徽建工,建筑装饰,上交所,11858793281.5,0.011,109210606.0,2026-05-09
sh600255,600255.SH,鑫科材料,有色金属,上交所,11858793281.5,0.011,221828794.0,2026-05-09
sz000795,000795.SZ,英洛华,有色金属,深交所,11858793281.5,0.011,150605085.0,2026-05-09
sh688143,688143.SH,长盈通,通信,上交所,11858793281.5,0.011,937368459.0,2026-05-09
sh688418,688418.SH,震有科技,通信,上交所,11858793281.5,0.011,666651294.0,2026-05-09
sz002897,002897.SZ,意华股份,通信,深交所,11858793281.5,0.011,657612785.0,2026-05-09
sz002017,002017.SZ,东信和平,通信,深交所,11858793281.5,0.011,285537222.0,2026-05-09
sh600106,600106.SH,重庆路桥,交通运输,上交所,11858793281.5,0.011,131491581.0,2026-05-09
sz000429,000429.SZ,粤高速A,交通运输,深交所,11858793281.5,0.011,86301407.0,2026-05-09
sh601298,601298.SH,青岛港,交通运输,上交所,11858793281.5,0.011,65256778.0,2026-05-09
sz000712,000712.SZ,锦龙股份,非银金融,深交所,11858793281.5,0.011,129673298.0,2026-05-09
sz002847,002847.SZ,盐津铺子,食品饮料,深交所,11858793281.5,0.011,161931853.0,2026-05-09
sh600779,600779.SH,水井坊,食品饮料,上交所,11858793281.5,0.011,82573006.0,2026-05-09
sz000860,000860.SZ,顺鑫农业,食品饮料,深交所,11858793281.5,0.011,72266918.0,2026-05-09
sz000552,000552.SZ,甘肃能化,煤炭,深交所,11858793281.5,0.011,223330920.0,2026-05-09
sh600123,600123.SH,兰花科创,煤炭,上交所,11858793281.5,0.011,176326975.0,2026-05-09
sh600925,600925.SH,苏能股份,煤炭,上交所,11858793281.5,0.011,46613139.0,2026-05-09
sz002980,002980.SZ,华盛昌,电力设备,深交所,10780721165.0,0.01,1343077035.0,2026-05-09
sz300265,300265.SZ,通光线缆,电力设备,深交所,10780721165.0,0.01,1040229519.0,2026-05-09
sz000533,000533.SZ,顺钠股份,电力设备,深交所,10780721165.0,0.01,837029526.0,2026-05-09
sh688707,688707.SH,振华新材,电力设备,上交所,10780721165.0,0.01,737137385.0,2026-05-09
sz300617,300617.SZ,安靠智电,电力设备,深交所,10780721165.0,0.01,547898288.0,2026-05-09
sz002125,002125.SZ,湘潭电化,电力设备,深交所,10780721165.0,0.01,523990772.0,2026-05-09
sz001283,001283.SZ,豪鹏科技,电力设备,深交所,10780721165.0,0.01,407863515.0,2026-05-09
sh600973,600973.SH,宝胜股份,电力设备,上交所,10780721165.0,0.01,334304976.0,2026-05-09
sz300427,300427.SZ,红相股份,电力设备,深交所,10780721165.0,0.01,236827391.0,2026-05-09
sh688032,688032.SH,禾迈股份,电力设备,上交所,10780721165.0,0.01,229369255.0,2026-05-09
sz002534,002534.SZ,西子洁能,电力设备,深交所,10780721165.0,0.01,192591044.0,2026-05-09
sh603556,603556.SH,海兴电力,电力设备,上交所,10780721165.0,0.01,146691702.0,2026-05-09
sh688349,688349.SH,三一重能,电力设备,上交所,10780721165.0,0.01,139728377.0,2026-05-09
sz002201,002201.SZ,九鼎新材,建筑材料,深交所,10780721165.0,0.01,1175555395.0,2026-05-09
sh600586,600586.SH,金晶科技,建筑材料,上交所,10780721165.0,0.01,255286922.0,2026-05-09
sh605599,605599.SH,菜百股份,纺织服饰,上交所,10780721165.0,0.01,216557405.0,2026-05-09
sz002867,002867.SZ,周大生,纺织服饰,深交所,10780721165.0,0.01,153856599.0,2026-05-09
sz002293,002293.SZ,罗莱生活,纺织服饰,深交所,10780721165.0,0.01,127204564.0,2026-05-09
sz002721,002721.SZ,金一文化,纺织服饰,深交所,10780721165.0,0.01,120305906.0,2026-05-09
sh603477,603477.SH,巨星农牧,农林牧渔,上交所,10780721165.0,0.01,300271061.0,2026-05-09
sz002124,002124.SZ,天邦食品,农林牧渔,深交所,10780721165.0,0.01,265839021.0,2026-05-09
sh600251,600251.SH,冠农股份,农林牧渔,上交所,10780721165.0,0.01,242192231.0,2026-05-09
sz300087,300087.SZ,荃银高科,农林牧渔,深交所,10780721165.0,0.01,95075897.0,2026-05-09
sz000930,000930.SZ,中粮科技,农林牧渔,深交所,10780721165.0,0.01,89093206.0,2026-05-09
sz000735,000735.SZ,罗牛山,农林牧渔,深交所,10780721165.0,0.01,83139849.0,2026-05-09
sz000823,000823.SZ,超声电子,电子,深交所,10780721165.0,0.01,1188606150.0,2026-05-09
sz001298,001298.SZ,好上好,电子,深交所,10780721165.0,0.01,1011898456.0,2026-05-09
sh603890,603890.SH,春秋电子,电子,上交所,10780721165.0,0.01,989450159.0,2026-05-09
sh688020,688020.SH,方邦股份,电子,上交所,10780721165.0,0.01,891840807.0,2026-05-09
sz300739,300739.SZ,明阳电路,电子,深交所,10780721165.0,0.01,784804096.0,2026-05-09
sh603078,603078.SH,江化微,电子,上交所,10780721165.0,0.01,751054612.0,2026-05-09
sh688416,688416.SH,恒烁股份,电子,上交所,10780721165.0,0.01,597504782.0,2026-05-09
sh688135,688135.SH,利扬芯片,电子,上交所,10780721165.0,0.01,586631325.0,2026-05-09
sh688432,688432.SH,有研硅,电子,上交所,10780721165.0,0.01,581844685.0,2026-05-09
sh603328,603328.SH,依顿电子,电子,上交所,10780721165.0,0.01,489547037.0,2026-05-09
sh600203,600203.SH,福日电子,电子,上交所,10780721165.0,0.01,479855153.0,2026-05-09
sh688368,688368.SH,晶丰明源,电子,上交所,10780721165.0,0.01,444773611.0,2026-05-09
sh688359,688359.SH,三孚新科,电子,上交所,10780721165.0,0.01,400106319.0,2026-05-09
sz002077,002077.SZ,大港股份,电子,深交所,10780721165.0,0.01,381890542.0,2026-05-09
sz300046,300046.SZ,台基股份,电子,深交所,10780721165.0,0.01,257336893.0,2026-05-09
sz002925,002925.SZ,盈趣科技,电子,深交所,10780721165.0,0.01,245670476.0,2026-05-09
sz300708,300708.SZ,聚灿光电,电子,深交所,10780721165.0,0.01,245476503.0,2026-05-09
sh688711,688711.SH,宏微科技,电子,上交所,10780721165.0,0.01,175197431.0,2026-05-09
sz300232,300232.SZ,洲明科技,电子,深交所,10780721165.0,0.01,151130301.0,2026-05-09
sh688591,688591.SH,泰凌微,电子,上交所,10780721165.0,0.01,144931055.0,2026-05-09
sz002106,002106.SZ,莱宝高科,电子,深交所,10780721165.0,0.01,133770183.0,2026-05-09
sh600770,600770.SH,综艺股份,综合,上交所,10780721165.0,0.01,1491009251.0,2026-05-09
sz002328,002328.SZ,新朋股份,汽车,深交所,10780721165.0,0.01,1140898049.0,2026-05-09
sz301529,301529.SZ,福赛科技,汽车,深交所,10780721165.0,0.01,816244877.0,2026-05-09
sz002284,002284.SZ,亚太股份,汽车,深交所,10780721165.0,0.01,342816292.0,2026-05-09
sz300428,300428.SZ,立中集团,汽车,深交所,10780721165.0,0.01,209332285.0,2026-05-09
sh603529,603529.SH,爱玛科技,汽车,上交所,10780721165.0,0.01,188462871.0,2026-05-09
sz301007,301007.SZ,德迈仕,汽车,深交所,10780721165.0,0.01,181992646.0,2026-05-09
sz300986,300986.SZ,志特新材,建筑装饰,深交所,10780721165.0,0.01,721753120.0,2026-05-09
sz002135,002135.SZ,东南网架,建筑装饰,深交所,10780721165.0,0.01,429705441.0,2026-05-09
sz000928,000928.SZ,中钢国际,建筑装饰,深交所,10780721165.0,0.01,272657270.0,2026-05-09
sh601096,601096.SH,宏盛华源,建筑装饰,上交所,10780721165.0,0.01,193026005.0,2026-05-09
sz002941,002941.SZ,新疆交建,建筑装饰,深交所,10780721165.0,0.01,177433352.0,2026-05-09
sz002210,002210.SZ,飞马国际,环保,深交所,10780721165.0,0.01,957646478.0,2026-05-09
sh600292,600292.SH,电投水电,环保,上交所,10780721165.0,0.01,412073581.0,2026-05-09
sz301127,301127.SZ,武汉天源,环保,深交所,10780721165.0,0.01,171654703.0,2026-05-09
sh603399,603399.SH,永杉锂业,有色金属,上交所,10780721165.0,0.01,3505720232.0,2026-05-09
sh603124,603124.SH,江南新材,有色金属,上交所,10780721165.0,0.01,530654599.0,2026-05-09
sh601702,601702.SH,华峰铝业,有色金属,上交所,10780721165.0,0.01,195550520.0,2026-05-09
sh600775,600775.SH,南京熊猫,通信,上交所,10780721165.0,0.01,369295308.0,2026-05-09
sh600751,600751.SH,海航科技,交通运输,上交所,10780721165.0,0.01,383760367.0,2026-05-09
sz002928,002928.SZ,华夏航空,交通运输,深交所,10780721165.0,0.01,329883036.0,2026-05-09
sz300572,300572.SZ,安车检测,社会服务,深交所,10780721165.0,0.01,728172329.0,2026-05-09
sz300416,300416.SZ,苏试试验,社会服务,深交所,10780721165.0,0.01,292335385.0,2026-05-09
sz000796,000796.SZ,凯撒旅业,社会服务,深交所,10780721165.0,0.01,207100771.0,2026-05-09
sh603027,603027.SH,千禾味业,食品饮料,上交所,10780721165.0,0.01,116054209.0,2026-05-09
sh600059,600059.SH,古越龙山,食品饮料,上交所,10780721165.0,0.01,66216865.0,2026-05-09
sz000937,000937.SZ,冀中能源,煤炭,深交所,10780721165.0,0.01,367026983.0,2026-05-09
sh600395,600395.SH,盘江股份,煤炭,上交所,10780721165.0,0.01,145993270.0,2026-05-09
sh603687,603687.SH,大胜达,轻工制造,上交所,10780721165.0,0.01,688662853.0,2026-05-09
sz300740,300740.SZ,水羊股份,美容护理,深交所,10780721165.0,0.01,313650620.0,2026-05-09
sh600152,600152.SH,维科技术,电力设备,上交所,9702649048.5,0.009,2384774192.0,2026-05-09
sz002309,002309.SZ,中利集团,电力设备,深交所,9702649048.5,0.009,1448088167.0,2026-05-09
sz002350,002350.SZ,北京科锐,电力设备,深交所,9702649048.5,0.009,944626667.0,2026-05-09
sh603897,603897.SH,长城科技,电力设备,上交所,9702649048.5,0.009,864885682.0,2026-05-09
sh603530,603530.SH,神马电力,电力设备,上交所,9702649048.5,0.009,476519653.0,2026-05-09
sz002452,002452.SZ,长高电新,电力设备,深交所,9702649048.5,0.009,453261017.0,2026-05-09
sz300619,300619.SZ,金银河,电力设备,深交所,9702649048.5,0.009,426790777.0,2026-05-09
sh688191,688191.SH,智洋创新,电力设备,上交所,9702649048.5,0.009,402831025.0,2026-05-09
sh601218,601218.SH,吉鑫科技,电力设备,上交所,9702649048.5,0.009,364360236.0,2026-05-09
sz300018,300018.SZ,中元股份,电力设备,深交所,9702649048.5,0.009,312306598.0,2026-05-09
sz301155,301155.SZ,海力风电,电力设备,深交所,9702649048.5,0.009,210407470.0,2026-05-09
sh688408,688408.SH,中信博,电力设备,上交所,9702649048.5,0.009,197586487.0,2026-05-09
sz300569,300569.SZ,天能重工,电力设备,深交所,9702649048.5,0.009,186650438.0,2026-05-09
sz002358,002358.SZ,森源电气,电力设备,深交所,9702649048.5,0.009,185026021.0,2026-05-09
sz002042,002042.SZ,华孚时尚,纺织服饰,深交所,9702649048.5,0.009,517971744.0,2026-05-09
sz002885,002885.SZ,京泉华,电子,深交所,9702649048.5,0.009,1952417943.0,2026-05-09
sz301389,301389.SZ,隆扬电子,电子,深交所,9702649048.5,0.009,1061887228.0,2026-05-09
sz002134,002134.SZ,天津普林,电子,深交所,9702649048.5,0.009,588641363.0,2026-05-09
sh688035,688035.SH,德邦科技,电子,上交所,9702649048.5,0.009,577981321.0,2026-05-09
sz002579,002579.SZ,中京电子,电子,深交所,9702649048.5,0.009,564389013.0,2026-05-09
sz002119,002119.SZ,康强电子,电子,深交所,9702649048.5,0.009,523704371.0,2026-05-09
sh688107,688107.SH,安路科技,电子,上交所,9702649048.5,0.009,463840209.0,2026-05-09
sz301326,301326.SZ,捷邦科技,电子,深交所,9702649048.5,0.009,449858006.0,2026-05-09
sz300429,300429.SZ,强力新材,电子,深交所,9702649048.5,0.009,439950413.0,2026-05-09
sz000670,000670.SZ,盈方微,电子,深交所,9702649048.5,0.009,426804051.0,2026-05-09
sh603297,603297.SH,永新光学,电子,上交所,9702649048.5,0.009,421033183.0,2026-05-09
sh688261,688261.SH,东微半导,电子,上交所,9702649048.5,0.009,357357182.0,2026-05-09
sz002635,002635.SZ,安洁科技,电子,深交所,9702649048.5,0.009,260149366.0,2026-05-09
sh688486,688486.SH,龙迅股份,电子,上交所,9702649048.5,0.009,253820249.0,2026-05-09
sh688210,688210.SH,统联精密,电子,上交所,9702649048.5,0.009,217216920.0,2026-05-09
sh688653,688653.SH,康希通信,电子,上交所,9702649048.5,0.009,200326973.0,2026-05-09
sh688332,688332.SH,中科蓝讯,电子,上交所,9702649048.5,0.009,198031092.0,2026-05-09
sh688153,688153.SH,唯捷创芯,电子,上交所,9702649048.5,0.009,192493445.0,2026-05-09
sh688299,688299.SH,长阳科技,电子,上交所,9702649048.5,0.009,184420924.0,2026-05-09
sh688325,688325.SH,赛微微电,电子,上交所,9702649048.5,0.009,181053328.0,2026-05-09
sz002161,002161.SZ,远望谷,电子,深交所,9702649048.5,0.009,164930877.0,2026-05-09
sz002045,002045.SZ,国光电器,电子,深交所,9702649048.5,0.009,156803803.0,2026-05-09
sh600881,600881.SH,亚泰集团,综合,上交所,9702649048.5,0.009,78502211.0,2026-05-09
sz300863,300863.SZ,卡倍亿,汽车,深交所,9702649048.5,0.009,791525448.0,2026-05-09
sz002965,002965.SZ,祥鑫科技,汽车,深交所,9702649048.5,0.009,605434171.0,2026-05-09
sz000551,000551.SZ,创元科技,环保,深交所,9702649048.5,0.009,510985644.0,2026-05-09
sz000059,000059.SZ,华锦股份,石油石化,深交所,9702649048.5,0.009,155769430.0,2026-05-09
sh603115,603115.SH,海星股份,有色金属,上交所,9702649048.5,0.009,499333753.0,2026-05-09
sh601388,601388.SH,怡球资源,有色金属,上交所,9702649048.5,0.009,427057248.0,2026-05-09
sh603045,603045.SH,福达合金,有色金属,上交所,9702649048.5,0.009,103619693.0,2026-05-09
sz002902,002902.SZ,铭普光磁,通信,深交所,9702649048.5,0.009,733036375.0,2026-05-09
sz300913,300913.SZ,兆龙互连,通信,深交所,9702649048.5,0.009,651697355.0,2026-05-09
sz300292,300292.SZ,吴通控股,通信,深交所,9702649048.5,0.009,443237926.0,2026-05-09
sh600198,600198.SH,大唐电信,通信,上交所,9702649048.5,0.009,229852512.0,2026-05-09
sz002881,002881.SZ,美格智能,通信,深交所,9702649048.5,0.009,221643558.0,2026-05-09
sh688100,688100.SH,威胜信息,通信,上交所,9702649048.5,0.009,126865019.0,2026-05-09
sz300213,300213.SZ,佳讯飞鸿,通信,深交所,9702649048.5,0.009,101547673.0,2026-05-09
sz002418,002418.SZ,康盛股份,家用电器,深交所,9702649048.5,0.009,843901234.0,2026-05-09
sz002052,002052.SZ,同洲电子,家用电器,深交所,9702649048.5,0.009,444673382.0,2026-05-09
sz002668,002668.SZ,TCL智家,家用电器,深交所,9702649048.5,0.009,160259680.0,2026-05-09
