代码,展示代码,名称,行业,市场,市值,中证全指权重,最新成交额,纳入日期
sh601058,601058.SH,赛轮轮胎,汽车,上交所,67918543339.5,0.063,511704331.0,2026-05-09
sz002236,002236.SZ,大华股份,计算机,深交所,67918543339.5,0.063,718894672.0,2026-05-09
sz002428,002428.SZ,云南锗业,有色金属,深交所,67918543339.5,0.063,9698851966.0,2026-05-09
sh600392,600392.SH,盛和资源,有色金属,上交所,67918543339.5,0.063,1689864944.0,2026-05-09
sh600115,600115.SH,中国东航,交通运输,上交所,67918543339.5,0.063,1488664398.0,2026-05-09
sh600233,600233.SH,圆通速递,交通运输,上交所,67918543339.5,0.063,452121255.0,2026-05-09
sh600415,600415.SH,小商品城,商贸零售,上交所,66840471223.0,0.062,1243177167.0,2026-05-09
sh603308,603308.SH,应流股份,机械设备,上交所,66840471223.0,0.062,1620224529.0,2026-05-09
sz300037,300037.SZ,新宙邦,电力设备,深交所,66840471223.0,0.062,2309810740.0,2026-05-09
sz003816,003816.SZ,中国广核,公用事业,深交所,66840471223.0,0.062,606797237.0,2026-05-09
sz300339,300339.SZ,润和软件,计算机,深交所,66840471223.0,0.062,2857693992.0,2026-05-09
sh600026,600026.SH,中远海能,交通运输,上交所,66840471223.0,0.062,2384266781.0,2026-05-09
sh600143,600143.SH,金发科技,基础化工,上交所,66840471223.0,0.062,1929297219.0,2026-05-09
sz002128,002128.SZ,电投能源,煤炭,深交所,66840471223.0,0.062,532397072.0,2026-05-09
sz300346,300346.SZ,南大光电,电子,深交所,65762399106.5,0.061,2718062856.0,2026-05-09
sh688099,688099.SH,晶晨股份,电子,上交所,65762399106.5,0.061,2278283000.0,2026-05-09
sz300803,300803.SZ,指南针,计算机,深交所,65762399106.5,0.061,1517565233.0,2026-05-09
sz300620,300620.SZ,光库科技,通信,深交所,65762399106.5,0.061,4300740175.0,2026-05-09
sh688027,688027.SH,国盾量子,通信,上交所,65762399106.5,0.061,1142081728.0,2026-05-09
sz002497,002497.SZ,雅化集团,基础化工,深交所,65762399106.5,0.061,1947689806.0,2026-05-09
sz002595,002595.SZ,豪迈科技,机械设备,深交所,64684326990.0,0.06,437239369.0,2026-05-09
sh601877,601877.SH,正泰电器,电力设备,上交所,64684326990.0,0.06,945222583.0,2026-05-09
sh600601,600601.SH,方正科技,电子,上交所,64684326990.0,0.06,2450267660.0,2026-05-09
sh688469,688469.SH,芯联集成,电子,上交所,64684326990.0,0.06,785215220.0,2026-05-09
sh601233,601233.SH,桐昆股份,石油石化,上交所,64684326990.0,0.06,933827381.0,2026-05-09
sz000301,000301.SZ,东方盛虹,石油石化,深交所,64684326990.0,0.06,304122074.0,2026-05-09
sz000960,000960.SZ,锡业股份,有色金属,深交所,64684326990.0,0.06,3234959073.0,2026-05-09
sh600330,600330.SH,天通股份,电子,上交所,63606254873.5,0.059,5942398861.0,2026-05-09
sh603228,603228.SH,景旺电子,电子,上交所,63606254873.5,0.059,2942300941.0,2026-05-09
sz300782,300782.SZ,卓胜微,电子,深交所,63606254873.5,0.059,2186234108.0,2026-05-09
sh600352,600352.SH,浙江龙盛,基础化工,上交所,63606254873.5,0.059,548882528.0,2026-05-09
sh601898,601898.SH,中煤能源,煤炭,上交所,63606254873.5,0.059,645835211.0,2026-05-09
sz002185,002185.SZ,华天科技,电子,深交所,62528182757.0,0.058,2516800813.0,2026-05-09
sh600460,600460.SH,士兰微,电子,上交所,62528182757.0,0.058,1429787392.0,2026-05-09
sh688249,688249.SH,晶合集成,电子,上交所,62528182757.0,0.058,1267727245.0,2026-05-09
sh600009,600009.SH,上海机场,交通运输,上交所,62528182757.0,0.058,263765800.0,2026-05-09
sh688047,688047.SH,龙芯中科,电子,上交所,61450110640.5,0.057,2527956461.0,2026-05-09
sh688200,688200.SH,华峰测控,电子,上交所,61450110640.5,0.057,781892729.0,2026-05-09
sh688036,688036.SH,传音控股,电子,上交所,61450110640.5,0.057,551299122.0,2026-05-09
sz002756,002756.SZ,永兴材料,有色金属,深交所,61450110640.5,0.057,1875291408.0,2026-05-09
sz002555,002555.SZ,三七互娱,传媒,深交所,61450110640.5,0.057,1217345564.0,2026-05-09
sz002736,002736.SZ,国信证券,非银金融,深交所,61450110640.5,0.057,296186053.0,2026-05-09
sz002222,002222.SZ,福晶科技,电子,深交所,60372038524.0,0.056,5746127489.0,2026-05-09
sh600886,600886.SH,国投电力,公用事业,上交所,60372038524.0,0.056,431902133.0,2026-05-09
sz000768,000768.SZ,中航西飞,国防军工,深交所,60372038524.0,0.056,1758183961.0,2026-05-09
sz002487,002487.SZ,大金重工,电力设备,深交所,59293966407.5,0.055,1289383263.0,2026-05-09
sz000021,000021.SZ,深科技,电子,深交所,59293966407.5,0.055,2783560892.0,2026-05-09
sz002155,002155.SZ,湖南黄金,有色金属,深交所,59293966407.5,0.055,1924695607.0,2026-05-09
sz002797,002797.SZ,第一创业,非银金融,深交所,59293966407.5,0.055,1042972443.0,2026-05-09
sh601555,601555.SH,东吴证券,非银金融,上交所,59293966407.5,0.055,473348725.0,2026-05-09
sh600839,600839.SH,四川长虹,家用电器,上交所,59293966407.5,0.055,631412096.0,2026-05-09
sh601208,601208.SH,东材科技,基础化工,上交所,59293966407.5,0.055,5420876147.0,2026-05-09
sz002465,002465.SZ,海格通信,国防军工,深交所,59293966407.5,0.055,2015431326.0,2026-05-09
sz001979,001979.SZ,招商蛇口,房地产,深交所,58215894291.0,0.054,882210988.0,2026-05-09
sz300115,300115.SZ,长盈精密,电子,深交所,58215894291.0,0.054,3571574588.0,2026-05-09
sh600196,600196.SH,复星医药,医药生物,上交所,58215894291.0,0.054,482879013.0,2026-05-09
sh601117,601117.SH,中国化学,建筑装饰,上交所,58215894291.0,0.054,1121682693.0,2026-05-09
sz000547,000547.SZ,航天发展,国防军工,深交所,58215894291.0,0.054,6484442306.0,2026-05-09
sh600372,600372.SH,中航机载,国防军工,上交所,58215894291.0,0.054,943418669.0,2026-05-09
sh600011,600011.SH,华能国际,公用事业,上交所,57137822174.5,0.053,944332719.0,2026-05-09
sh601186,601186.SH,中国铁建,建筑装饰,上交所,57137822174.5,0.053,286868848.0,2026-05-09
sz002920,002920.SZ,德赛西威,计算机,深交所,57137822174.5,0.053,913255488.0,2026-05-09
sz002517,002517.SZ,恺英网络,传媒,深交所,57137822174.5,0.053,1349873667.0,2026-05-09
sh601698,601698.SH,中国卫通,国防军工,上交所,57137822174.5,0.053,5416600853.0,2026-05-09
sz300438,300438.SZ,鹏辉能源,电力设备,深交所,56059750058.0,0.052,3662380302.0,2026-05-09
sh688195,688195.SH,腾景科技,电子,上交所,56059750058.0,0.052,2588600799.0,2026-05-09
sh688396,688396.SH,华润微,电子,上交所,56059750058.0,0.052,1763803156.0,2026-05-09
sz300759,300759.SZ,康龙化成,医药生物,深交所,56059750058.0,0.052,1001913139.0,2026-05-09
sh600256,600256.SH,广汇能源,石油石化,上交所,56059750058.0,0.052,1020738282.0,2026-05-09
sh600884,600884.SH,杉杉股份,电力设备,上交所,54981677941.5,0.051,3598968756.0,2026-05-09
sz300919,300919.SZ,中伟新材,电力设备,深交所,54981677941.5,0.051,2090540155.0,2026-05-09
sh688019,688019.SH,安集科技,电子,上交所,54981677941.5,0.051,1222627367.0,2026-05-09
sh600674,600674.SH,川投能源,公用事业,上交所,54981677941.5,0.051,369090471.0,2026-05-09
sz002252,002252.SZ,上海莱士,医药生物,深交所,54981677941.5,0.051,256565188.0,2026-05-09
sh600741,600741.SH,华域汽车,汽车,上交所,54981677941.5,0.051,437308429.0,2026-05-09
sz300454,300454.SZ,深信服,计算机,深交所,54981677941.5,0.051,2917052255.0,2026-05-09
sh601788,601788.SH,光大证券,非银金融,上交所,54981677941.5,0.051,408131527.0,2026-05-09
sh601901,601901.SH,方正证券,非银金融,上交所,54981677941.5,0.051,364382346.0,2026-05-09
sh601066,601066.SH,中信建投,非银金融,上交所,54981677941.5,0.051,356672264.0,2026-05-09
sz000893,000893.SZ,亚钾国际,基础化工,深交所,54981677941.5,0.051,958033058.0,2026-05-09
sh688122,688122.SH,西部超导,国防军工,上交所,54981677941.5,0.051,934921787.0,2026-05-09
sz002304,002304.SZ,洋河股份,食品饮料,深交所,54981677941.5,0.051,268067505.0,2026-05-09
sz300432,300432.SZ,富临精工,电力设备,深交所,53903605825.0,0.05,1586289392.0,2026-05-09
sz002402,002402.SZ,和而泰,电子,深交所,53903605825.0,0.05,1468972420.0,2026-05-09
sz002456,002456.SZ,欧菲光,电子,深交所,53903605825.0,0.05,456960216.0,2026-05-09
sz000963,000963.SZ,华东医药,医药生物,深交所,53903605825.0,0.05,221780564.0,2026-05-09
sh603129,603129.SH,春风动力,汽车,上交所,53903605825.0,0.05,390628794.0,2026-05-09
sh600029,600029.SH,南方航空,交通运输,上交所,53903605825.0,0.05,1223868717.0,2026-05-09
sh600895,600895.SH,张江高科,房地产,上交所,52825533708.5,0.049,757913387.0,2026-05-09
sh688017,688017.SH,绿的谐波,机械设备,上交所,52825533708.5,0.049,4189243596.0,2026-05-09
sz300567,300567.SZ,精测电子,机械设备,深交所,52825533708.5,0.049,1392213252.0,2026-05-09
sh601615,601615.SH,明阳智能,电力设备,上交所,52825533708.5,0.049,2100255785.0,2026-05-09
sz002271,002271.SZ,东方雨虹,建筑材料,深交所,52825533708.5,0.049,742347301.0,2026-05-09
sz300285,300285.SZ,国瓷材料,电子,深交所,52825533708.5,0.049,1539318671.0,2026-05-09
sz002130,002130.SZ,沃尔核材,电子,深交所,52825533708.5,0.049,954540794.0,2026-05-09
sz002294,002294.SZ,信立泰,医药生物,深交所,52825533708.5,0.049,1178332271.0,2026-05-09
sz300347,300347.SZ,泰格医药,医药生物,深交所,52825533708.5,0.049,740313759.0,2026-05-09
sh600331,600331.SH,宏达股份,基础化工,上交所,52825533708.5,0.049,1505470122.0,2026-05-09
sz000895,000895.SZ,双汇发展,食品饮料,深交所,52825533708.5,0.049,296468489.0,2026-05-09
sh601126,601126.SH,四方股份,电力设备,上交所,51747461592.0,0.048,2283679336.0,2026-05-09
sz300316,300316.SZ,晶盛机电,电力设备,深交所,51747461592.0,0.048,1312981117.0,2026-05-09
sz002129,002129.SZ,TCL中环,电力设备,深交所,51747461592.0,0.048,769073184.0,2026-05-09
sz001389,001389.SZ,广合科技,电子,深交所,51747461592.0,0.048,1442987486.0,2026-05-09
sz000661,000661.SZ,长春高新,医药生物,深交所,51747461592.0,0.048,405488362.0,2026-05-09
sh600699,600699.SH,均胜电子,汽车,上交所,51747461592.0,0.048,2030188423.0,2026-05-09
sz000878,000878.SZ,云南铜业,有色金属,深交所,51747461592.0,0.048,1269577086.0,2026-05-09
sh601881,601881.SH,中国银河,非银金融,上交所,51747461592.0,0.048,451954688.0,2026-05-09
sz002601,002601.SZ,龙佰集团,基础化工,深交所,51747461592.0,0.048,453137498.0,2026-05-09
sz300012,300012.SZ,华测检测,社会服务,深交所,51747461592.0,0.048,458149041.0,2026-05-09
sh601665,601665.SH,齐鲁银行,银行,上交所,50669389475.5,0.047,244284623.0,2026-05-09
sz002176,002176.SZ,江特电机,电力设备,深交所,50669389475.5,0.047,3825469654.0,2026-05-09
sz300073,300073.SZ,当升科技,电力设备,深交所,50669389475.5,0.047,1337163830.0,2026-05-09
sz300672,300672.SZ,国科微,电子,深交所,50669389475.5,0.047,3563561432.0,2026-05-09
sh688183,688183.SH,生益电子,电子,上交所,50669389475.5,0.047,2919077283.0,2026-05-09
sh601231,601231.SH,环旭电子,电子,上交所,50669389475.5,0.047,1767994739.0,2026-05-09
sz002138,002138.SZ,顺络电子,电子,深交所,50669389475.5,0.047,1315459546.0,2026-05-09
sh600733,600733.SH,北汽蓝谷,汽车,上交所,50669389475.5,0.047,547551445.0,2026-05-09
sh600497,600497.SH,驰宏锌锗,有色金属,上交所,50669389475.5,0.047,2179774358.0,2026-05-09
sh600141,600141.SH,兴发集团,基础化工,上交所,50669389475.5,0.047,1349972386.0,2026-05-09
sz300762,300762.SZ,上海瀚讯,国防军工,深交所,50669389475.5,0.047,2547040648.0,2026-05-09
sz000002,000002.SZ,万科A,房地产,深交所,49591317359.0,0.046,443314476.0,2026-05-09
sh688223,688223.SH,晶科能源,电力设备,上交所,49591317359.0,0.046,2208613881.0,2026-05-09
sz300866,300866.SZ,安克创新,电子,深交所,49591317359.0,0.046,727974299.0,2026-05-09
sh688235,688235.SH,百济神州,医药生物,上交所,49591317359.0,0.046,1016486128.0,2026-05-09
sz300255,300255.SZ,常山药业,医药生物,深交所,49591317359.0,0.046,934085429.0,2026-05-09
sh603306,603306.SH,华懋科技,汽车,上交所,49591317359.0,0.046,2007076486.0,2026-05-09
sz002472,002472.SZ,双环传动,汽车,深交所,49591317359.0,0.046,1783196199.0,2026-05-09
sh688205,688205.SH,德科立,通信,上交所,49591317359.0,0.046,2821910419.0,2026-05-09
sh688387,688387.SH,信科移动,通信,上交所,49591317359.0,0.046,2174718207.0,2026-05-09
sz000783,000783.SZ,长江证券,非银金融,深交所,49591317359.0,0.046,1589843114.0,2026-05-09
sh601108,601108.SH,财通证券,非银金融,上交所,49591317359.0,0.046,448032616.0,2026-05-09
sh601878,601878.SH,浙商证券,非银金融,上交所,49591317359.0,0.046,262832289.0,2026-05-09
sz300724,300724.SZ,捷佳伟创,电力设备,深交所,48513245242.5,0.045,1217884740.0,2026-05-09
sz000786,000786.SZ,北新建材,建筑材料,深交所,48513245242.5,0.045,295970603.0,2026-05-09
sz300677,300677.SZ,英科医疗,医药生物,深交所,48513245242.5,0.045,647306002.0,2026-05-09
sh605589,605589.SH,圣泉集团,基础化工,上交所,48513245242.5,0.045,1469006338.0,2026-05-09
sh603606,603606.SH,东方电缆,电力设备,上交所,47435173126.0,0.044,1028675546.0,2026-05-09
sz002157,002157.SZ,正邦科技,农林牧渔,深交所,47435173126.0,0.044,820312533.0,2026-05-09
sh688167,688167.SH,炬光科技,电子,上交所,47435173126.0,0.044,3834780889.0,2026-05-09
sh688220,688220.SH,翱捷科技,电子,上交所,47435173126.0,0.044,1741077809.0,2026-05-09
sh688536,688536.SH,思瑞浦,电子,上交所,47435173126.0,0.044,1593464919.0,2026-05-09
sh688385,688385.SH,复旦微电,电子,上交所,47435173126.0,0.044,1353403368.0,2026-05-09
sh601198,601198.SH,东兴证券,非银金融,上交所,47435173126.0,0.044,157505433.0,2026-05-09
sz002414,002414.SZ,高德红外,国防军工,深交所,47435173126.0,0.044,1291819906.0,2026-05-09
sz300458,300458.SZ,全志科技,电子,深交所,46357101009.5,0.043,1623416185.0,2026-05-09
sh688141,688141.SH,杰华特,电子,上交所,46357101009.5,0.043,1324690125.0,2026-05-09
sz002821,002821.SZ,凯莱英,医药生物,深交所,46357101009.5,0.043,707915795.0,2026-05-09
sh688578,688578.SH,艾力斯,医药生物,上交所,46357101009.5,0.043,399976777.0,2026-05-09
sz000423,000423.SZ,东阿阿胶,医药生物,深交所,46357101009.5,0.043,307217481.0,2026-05-09
sh601633,601633.SH,长城汽车,汽车,上交所,46357101009.5,0.043,267955109.0,2026-05-09
sh601800,601800.SH,中国交建,建筑装饰,上交所,46357101009.5,0.043,421623211.0,2026-05-09
sh600338,600338.SH,西藏珠峰,有色金属,上交所,46357101009.5,0.043,3198268770.0,2026-05-09
sh601111,601111.SH,中国国航,交通运输,上交所,46357101009.5,0.043,1443188842.0,2026-05-09
sh601162,601162.SH,天风证券,非银金融,上交所,46357101009.5,0.043,418652031.0,2026-05-09
sh601099,601099.SH,太平洋,非银金融,上交所,46357101009.5,0.043,345796515.0,2026-05-09
sz002429,002429.SZ,兆驰股份,家用电器,深交所,46357101009.5,0.043,2558535238.0,2026-05-09
sh688629,688629.SH,华丰科技,国防军工,上交所,46357101009.5,0.043,3339477420.0,2026-05-09
sh601128,601128.SH,常熟银行,银行,上交所,45279028893.0,0.042,297542268.0,2026-05-09
sz002444,002444.SZ,巨星科技,机械设备,深交所,45279028893.0,0.042,783791197.0,2026-05-09
sh688676,688676.SH,金盘科技,电力设备,上交所,45279028893.0,0.042,1432468345.0,2026-05-09
sh688599,688599.SH,天合光能,电力设备,上交所,45279028893.0,0.042,790739751.0,2026-05-09
sz300373,300373.SZ,扬杰科技,电子,深交所,45279028893.0,0.042,1585299804.0,2026-05-09
sz002409,002409.SZ,雅克科技,电子,深交所,45279028893.0,0.042,1168558878.0,2026-05-09
sh688213,688213.SH,思特威,电子,上交所,45279028893.0,0.042,868494910.0,2026-05-09
sz301396,301396.SZ,宏景科技,计算机,深交所,45279028893.0,0.042,3673568163.0,2026-05-09
sz301236,301236.SZ,软通动力,计算机,深交所,45279028893.0,0.042,997714413.0,2026-05-09
sz002203,002203.SZ,海亮股份,有色金属,深交所,45279028893.0,0.042,2043311928.0,2026-05-09
sz002078,002078.SZ,太阳纸业,轻工制造,深交所,45279028893.0,0.042,317558870.0,2026-05-09
sh601577,601577.SH,长沙银行,银行,上交所,44200956776.5,0.041,175708763.0,2026-05-09
sh688630,688630.SH,芯碁微装,机械设备,上交所,44200956776.5,0.041,1532540686.0,2026-05-09
sh688025,688025.SH,杰普特,机械设备,上交所,44200956776.5,0.041,1387193018.0,2026-05-09
sz301511,301511.SZ,德福科技,电力设备,深交所,44200956776.5,0.041,4279940234.0,2026-05-09
sz002245,002245.SZ,蔚蓝锂芯,电力设备,深交所,44200956776.5,0.041,1630651768.0,2026-05-09
sh688766,688766.SH,普冉股份,电子,上交所,44200956776.5,0.041,1786417305.0,2026-05-09
sh688548,688548.SH,广钢气体,电子,上交所,44200956776.5,0.041,870644824.0,2026-05-09
sh600021,600021.SH,上海电力,公用事业,上交所,44200956776.5,0.041,756375390.0,2026-05-09
sz002432,002432.SZ,九安医疗,医药生物,深交所,44200956776.5,0.041,2316180737.0,2026-05-09
sz000766,000766.SZ,通化金马,医药生物,深交所,44200956776.5,0.041,776574111.0,2026-05-09
sh600410,600410.SH,华胜天成,计算机,上交所,44200956776.5,0.041,2317680614.0,2026-05-09
sh600588,600588.SH,用友网络,计算机,上交所,44200956776.5,0.041,1233835431.0,2026-05-09
sh605376,605376.SH,博迁新材,有色金属,上交所,44200956776.5,0.041,1293759811.0,2026-05-09
sz000617,000617.SZ,中油资本,非银金融,深交所,44200956776.5,0.041,820946305.0,2026-05-09
sh688169,688169.SH,石头科技,家用电器,上交所,44200956776.5,0.041,1053837840.0,2026-05-09
sz300474,300474.SZ,景嘉微,国防军工,深交所,44200956776.5,0.041,789281067.0,2026-05-09
sz001203,001203.SZ,大中矿业,钢铁,深交所,44200956776.5,0.041,1934069622.0,2026-05-09
sz300456,300456.SZ,赛微电子,电子,深交所,43122884660.0,0.04,3077519207.0,2026-05-09
sz000981,000981.SZ,山子高科,汽车,深交所,43122884660.0,0.04,1182556351.0,2026-05-09
sz300496,300496.SZ,中科创达,计算机,深交所,43122884660.0,0.04,1145616291.0,2026-05-09
sh603979,603979.SH,金诚信,有色金属,上交所,43122884660.0,0.04,790647360.0,2026-05-09
sh601021,601021.SH,春秋航空,交通运输,上交所,43122884660.0,0.04,448788175.0,2026-05-09
sh600109,600109.SH,国金证券,非银金融,上交所,43122884660.0,0.04,274085705.0,2026-05-09
sz300342,300342.SZ,天银机电,家用电器,深交所,43122884660.0,0.04,5213912125.0,2026-05-09
sz300806,300806.SZ,斯迪克,基础化工,深交所,43122884660.0,0.04,1769973433.0,2026-05-09
sz002064,002064.SZ,华峰化学,基础化工,深交所,43122884660.0,0.04,481787954.0,2026-05-09
