代码,展示代码,名称,行业,中信细分行业,市场,板块,最新成交额,中证全指权重,概念数量,来源
sh601789,601789.SH,宁波建工,建筑工程,房屋建设,上交所,主板,676973852.0,0.0,16,全A基础池扩展补充
sz300162,300162.SZ,雷曼光电,元器件,LED,深交所,创业板,559501458.0,0.0,17,全A基础池扩展补充
sh600855,600855.SH,航天长峰,专用机械,军工电子,上交所,主板,558107565.0,0.0,17,全A基础池扩展补充
sz301682,301682.SZ,宏明电子,元器件,军工电子,深交所,创业板,554765574.0,0.0,17,全A基础池扩展补充
sz300410,300410.SZ,正业科技,专用机械,锂电设备,深交所,创业板,381202954.0,0.0,19,全A基础池扩展补充
sz002886,002886.SZ,沃特股份,塑料,改性塑料,深交所,主板,316477841.0,0.0,27,全A基础池扩展补充
sz002339,002339.SZ,积成电子,电气设备,电网自动化,深交所,主板,315635846.0,0.0,30,全A基础池扩展补充
sh600979,600979.SH,广安爱众,水力发电,水力发电,上交所,主板,761286630.0,0.0,15,全A基础池扩展补充
sh600379,600379.SH,宝光股份,电气设备,输变电设备,上交所,主板,2258123830.0,0.0,9,全A基础池扩展补充
sz301091,301091.SZ,深城交,建筑工程,工程咨询服务,深交所,创业板,293149818.0,0.0,25,全A基础池扩展补充
sz002970,002970.SZ,锐明技术,IT设备,其他IT设备,深交所,主板,501154343.0,0.0,17,全A基础池扩展补充
sz002878,002878.SZ,元隆雅图,广告包装,其他广告营销,深交所,主板,280738062.0,0.0,22,全A基础池扩展补充
sz000539,000539.SZ,粤电力Ａ,火力发电,火力发电,深交所,主板,1751942889.0,0.0,10,全A基础池扩展补充
sz300545,300545.SZ,联得装备,专用机械,其他专用设备,深交所,创业板,270121823.0,0.0,23,全A基础池扩展补充
sz300780,300780.SZ,德恩精工,机械基件,机械基础件,深交所,创业板,561740178.0,0.0,16,全A基础池扩展补充
sh603466,603466.SH,风语筑,文教休闲,,上交所,主板,321528941.0,0.0,19,全A基础池扩展补充
sh688808,688808.SH,联讯仪器,电器仪表,仪器仪表,上交所,科创板,3493799160.0,0.0,6,全A基础池扩展补充
sz300400,300400.SZ,劲拓股份,专用机械,其他专用设备,深交所,创业板,628976435.0,0.0,15,全A基础池扩展补充
sz301169,301169.SZ,零点有数,文教休闲,其他专业服务,深交所,创业板,244233621.0,0.0,25,全A基础池扩展补充
sz300040,300040.SZ,九洲集团,新型电力,电能综合服务,深交所,创业板,604403012.0,0.0,15,全A基础池扩展补充
sz002803,002803.SZ,吉宏股份,互联网,跨境电商,深交所,主板,326861204.0,0.0,18,全A基础池扩展补充
sz001266,001266.SZ,宏英智能,电器仪表,工业控制设备,深交所,主板,269338567.0,0.0,19,全A基础池扩展补充
sz300376,300376.SZ,易事特,电气设备,其他发电设备,深交所,创业板,221689778.0,0.0,30,全A基础池扩展补充
sz300219,300219.SZ,鸿利智汇,元器件,LED,深交所,创业板,315366335.0,0.0,18,全A基础池扩展补充
sz002520,002520.SZ,日发精机,机床制造,机床制造,深交所,主板,653354468.0,0.0,14,全A基础池扩展补充
sh600982,600982.SH,宁波能源,供气供热,热力服务,上交所,主板,1352919022.0,0.0,10,全A基础池扩展补充
sh601908,601908.SH,京运通,电气设备,光伏硅片,上交所,主板,1615801163.0,0.0,9,全A基础池扩展补充
sz002585,002585.SZ,双星新材,塑料,塑料薄膜,深交所,主板,770930495.0,0.0,13,全A基础池扩展补充
sz002819,002819.SZ,东方中科,电器仪表,仪器仪表,深交所,主板,210886954.0,0.0,32,全A基础池扩展补充
sz002218,002218.SZ,拓日新能,新型电力,光伏发电,深交所,主板,1088434147.0,0.0,11,全A基础池扩展补充
sz300840,300840.SZ,酷特智能,服饰,非运动服装,深交所,创业板,613933237.0,0.0,14,全A基础池扩展补充
sz002530,002530.SZ,金财互联,专用机械,其他通用设备,深交所,主板,202053969.0,0.0,20,全A基础池扩展补充
sz300063,300063.SZ,天龙集团,互联网,互联网广告,深交所,创业板,875714437.0,0.0,12,全A基础池扩展补充
sz000676,000676.SZ,智度股份,互联网,互联网广告,深交所,主板,199963407.0,0.0,26,全A基础池扩展补充
sh603169,603169.SH,兰石重装,专用机械,能源及重型设备,上交所,主板,199958300.0,0.0,21,全A基础池扩展补充
sz002559,002559.SZ,亚威股份,机床制造,机床制造,深交所,主板,870631171.0,0.0,12,全A基础池扩展补充
sz300825,300825.SZ,阿尔特,汽车服务,汽车综合服务,深交所,创业板,199259311.0,0.0,28,全A基础池扩展补充
sh688001,688001.SH,华兴源创,专用机械,其他专用设备,上交所,科创板,1040603213.0,0.0,11,全A基础池扩展补充
sz300177,300177.SZ,中海达,通信设备,军工电子,深交所,创业板,194546458.0,0.0,27,全A基础池扩展补充
sz002197,002197.SZ,证通电子,IT设备,云基础设施服务,深交所,主板,191452431.0,0.0,30,全A基础池扩展补充
sh603068,603068.SH,博通集成,半导体,集成电路设计,上交所,主板,191315065.0,0.0,25,全A基础池扩展补充
sz001314,001314.SZ,亿道信息,元器件,消费电子组件,深交所,主板,189947534.0,0.0,21,全A基础池扩展补充
sz300976,300976.SZ,达瑞电子,元器件,消费电子组件,深交所,创业板,396008628.0,0.0,16,全A基础池扩展补充
sh603126,603126.SH,中材节能,环境保护,固废治理,上交所,主板,677814615.0,0.0,13,全A基础池扩展补充
sz002575,002575.SZ,群兴玩具,文教休闲,综合类,深交所,主板,1174989245.0,0.0,10,全A基础池扩展补充
sz300852,300852.SZ,四会富仕,元器件,PCB,深交所,创业板,973588076.0,0.0,11,全A基础池扩展补充
sz300781,300781.SZ,因赛集团,广告包装,其他广告营销,深交所,创业板,184284155.0,0.0,22,全A基础池扩展补充
sh600880,600880.SH,博瑞传播,广告包装,教育培训,上交所,主板,183200215.0,0.0,24,全A基础池扩展补充
sh688411,688411.SH,海博思创,电气设备,其他电池,上交所,科创板,1643527498.0,0.0,8,全A基础池扩展补充
sh688598,688598.SH,金博股份,矿物制品,光伏辅材,上交所,科创板,782994243.0,0.0,12,全A基础池扩展补充
