代码,展示代码,名称,行业,中信细分行业,市场,板块,最新成交额,中证全指权重,概念数量,来源
sh601858,601858.SH,中国科传,出版业,其他出版,上交所,主板,466110031.0,0.0,8,全A基础池扩展补充
sz002443,002443.SZ,金洲管道,钢加工,特钢,深交所,主板,559581531.0,0.0,7,全A基础池扩展补充
sh601515,601515.SH,衢州东峰,广告包装,纸包装,上交所,主板,267441794.0,0.0,11,全A基础池扩展补充
sh688783,688783.SH,西安奕材,半导体,半导体材料,上交所,科创板,969788016.0,0.0,4,全A基础池扩展补充
sh603018,603018.SH,华设集团,建筑工程,工程咨询服务,上交所,主板,50892698.0,0.0,24,全A基础池扩展补充
sz300539,300539.SZ,横河精密,塑料,其他塑料制品,深交所,创业板,463105067.0,0.0,8,全A基础池扩展补充
sh600644,600644.SH,乐山电力,水力发电,水力发电,上交所,主板,556479167.0,0.0,7,全A基础池扩展补充
sh605287,605287.SH,德才股份,装修装饰,装修装饰,上交所,主板,554616155.0,0.0,7,全A基础池扩展补充
sh601330,601330.SH,绿色动力,环境保护,固废治理,上交所,主板,553381482.0,0.0,7,全A基础池扩展补充
sz300241,300241.SZ,瑞丰光电,半导体,LED,深交所,创业板,380972141.0,0.0,9,全A基础池扩展补充
sz300267,300267.SZ,尔康制药,化学制药,原料药,深交所,创业板,457724948.0,0.0,8,全A基础池扩展补充
sz000516,000516.SZ,国际医学,医疗保健,医院,深交所,主板,126031015.0,0.0,15,全A基础池扩展补充
sz301608,301608.SZ,博实结,通信设备,通信终端及配件,深交所,创业板,182098334.0,0.0,13,全A基础池扩展补充
sz000593,000593.SZ,德龙汇能,供气供热,燃气,深交所,主板,546028137.0,0.0,7,全A基础池扩展补充
sh600956,600956.SH,新天绿能,供气供热,燃气,上交所,主板,314125918.0,0.0,10,全A基础池扩展补充
sz301500,301500.SZ,飞南资源,环境保护,固废治理,深交所,创业板,544727877.0,0.0,7,全A基础池扩展补充
sz002419,002419.SZ,天虹股份,百货,百货,深交所,主板,86207200.0,0.0,17,全A基础池扩展补充
sh603200,603200.SH,上海洗霸,环境保护,水治理,上交所,主板,372445259.0,0.0,9,全A基础池扩展补充
sz301413,301413.SZ,安培龙,电器仪表,仪器仪表,深交所,创业板,534541571.0,0.0,7,全A基础池扩展补充
sh603776,603776.SH,永安行,公共交通,其他交通设备,上交所,主板,176735898.0,0.0,13,全A基础池扩展补充
sh688790,688790.SH,昂瑞微,半导体,集成电路设计,上交所,科创板,368247951.0,0.0,9,全A基础池扩展补充
sz002788,002788.SZ,鹭燕医药,医药商业,医药流通,深交所,主板,529615286.0,0.0,7,全A基础池扩展补充
sz002489,002489.SZ,浙江永强,家居用品,家具,深交所,主板,440472027.0,0.0,8,全A基础池扩展补充
sz001359,001359.SZ,平安电工,矿物制品,非金属材料,深交所,主板,439422918.0,0.0,8,全A基础池扩展补充
sz300732,300732.SZ,设研院,建筑工程,工程咨询服务,深交所,创业板,57878034.0,0.0,19,全A基础池扩展补充
sz300021,300021.SZ,大禹节水,建筑工程,其他专业工程,深交所,创业板,57793813.0,0.0,19,全A基础池扩展补充
sz002263,002263.SZ,大东南,塑料,塑料薄膜,深交所,主板,435893719.0,0.0,8,全A基础池扩展补充
sh600076,600076.SH,康欣新材,广告包装,其他包装,上交所,主板,757006097.0,0.0,5,全A基础池扩展补充
sz300696,300696.SZ,爱乐达,航空,航空装备,深交所,创业板,358790376.0,0.0,9,全A基础池扩展补充
sz300143,300143.SZ,盈康生命,医疗保健,医院,深交所,创业板,171179963.0,0.0,13,全A基础池扩展补充
sz002849,002849.SZ,威星智能,电器仪表,仪器仪表,深交所,主板,428335262.0,0.0,8,全A基础池扩展补充
sz002707,002707.SZ,众信旅游,旅游服务,旅游服务,深交所,主板,117171931.0,0.0,15,全A基础池扩展补充
sz300965,300965.SZ,恒宇信通,航空,航空装备,深交所,创业板,882078114.0,0.0,4,全A基础池扩展补充
sz300307,300307.SZ,慈星股份,纺织机械,纺织服装设备,深交所,创业板,79165499.0,0.0,17,全A基础池扩展补充
sz001258,001258.SZ,立新能源,新型电力,风力发电,深交所,主板,491142104.0,0.0,7,全A基础池扩展补充
sz300789,300789.SZ,唐源电气,运输设备,轨交设备,深交所,创业板,53375037.0,0.0,19,全A基础池扩展补充
sz000759,000759.SZ,中百集团,超市连锁,超市及便利店,深交所,主板,231925882.0,0.0,11,全A基础池扩展补充
sz002060,002060.SZ,广东建工,建筑工程,基建工程,深交所,主板,192355734.0,0.0,12,全A基础池扩展补充
sh603693,603693.SH,江苏新能,新型电力,风力发电,上交所,主板,481718446.0,0.0,7,全A基础池扩展补充
sh688292,688292.SH,浩瀚深度,通信设备,其他通信设备,上交所,科创板,75942884.0,0.0,17,全A基础池扩展补充
sz300758,300758.SZ,七彩化学,染料涂料,涂料油墨,深交所,创业板,475085088.0,0.0,7,全A基础池扩展补充
sh688605,688605.SH,先锋精科,半导体,半导体设备,上交所,科创板,813725489.0,0.0,4,全A基础池扩展补充
sh603025,603025.SH,大豪科技,纺织机械,工业控制设备,上交所,主板,223483038.0,0.0,11,全A基础池扩展补充
sz000566,000566.SZ,海南海药,化学制药,化学制剂,深交所,主板,185298972.0,0.0,12,全A基础池扩展补充
sz000722,000722.SZ,湖南发展,水力发电,水力发电,深交所,主板,664858061.0,0.0,5,全A基础池扩展补充
sz300736,300736.SZ,百邦科技,通信设备,其他专业服务,深交所,创业板,1149864372.0,0.0,2,全A基础池扩展补充
sz301306,301306.SZ,西测测试,航空,检测服务,深交所,创业板,656948658.0,0.0,5,全A基础池扩展补充
sh688286,688286.SH,敏芯股份,半导体,集成电路设计,上交所,科创板,180214806.0,0.0,12,全A基础池扩展补充
sz000863,000863.SZ,三湘印象,区域地产,住宅开发,深交所,主板,121831542.0,0.0,14,全A基础池扩展补充
sz301230,301230.SZ,泓博医药,生物制药,医疗研发外包,深交所,创业板,367040415.0,0.0,8,全A基础池扩展补充
sz300180,300180.SZ,华峰超纤,化纤,合成革,深交所,创业板,144316365.0,0.0,13,全A基础池扩展补充
sz000899,000899.SZ,赣能股份,火力发电,火力发电,深交所,主板,625735037.0,0.0,5,全A基础池扩展补充
sz002985,002985.SZ,北摩高科,航空,航空装备,深交所,主板,245755388.0,0.0,10,全A基础池扩展补充
sz300616,300616.SZ,尚品宅配,家居用品,家具,深交所,创业板,170008874.0,0.0,12,全A基础池扩展补充
sz001211,001211.SZ,双枪科技,家居用品,其他家居,深交所,主板,608930507.0,0.0,5,全A基础池扩展补充
sz003036,003036.SZ,泰坦股份,纺织机械,纺织服装设备,深交所,主板,608842460.0,0.0,5,全A基础池扩展补充
sz000862,000862.SZ,银星能源,新型电力,风力发电,深交所,主板,608527507.0,0.0,5,全A基础池扩展补充
sh600510,600510.SH,黑牡丹,全国地产,住宅开发,上交所,主板,290100256.0,0.0,9,全A基础池扩展补充
sz301055,301055.SZ,张小泉,家居用品,其他家居,深交所,创业板,501037585.0,0.0,6,全A基础池扩展补充
sh603219,603219.SH,富佳股份,家用电器,清洁小家电,上交所,主板,345249691.0,0.0,8,全A基础池扩展补充
sz000813,000813.SZ,德展健康,化学制药,化学制剂,深交所,主板,198479855.0,0.0,11,全A基础池扩展补充
sz002787,002787.SZ,华源控股,广告包装,金属包装,深交所,主板,862935450.0,0.0,3,全A基础池扩展补充
sz002935,002935.SZ,天奥电子,航空,军工电子,深交所,主板,284351266.0,0.0,9,全A基础池扩展补充
sz002712,002712.SZ,思美传媒,广告包装,互联网广告,深交所,主板,77036315.0,0.0,16,全A基础池扩展补充
sh605006,605006.SH,山东玻纤,玻璃,玻纤制造,上交所,主板,1013395573.0,0.0,2,全A基础池扩展补充
sz000531,000531.SZ,穗恒运Ａ,火力发电,火力发电,深交所,主板,278232843.0,0.0,9,全A基础池扩展补充
sh600831,600831.SH,广电网络,影视音像,广播电视,上交所,主板,36573398.0,0.0,20,全A基础池扩展补充
sz300715,300715.SZ,凯伦股份,其他建材,防水材料,深交所,创业板,683033661.0,0.0,4,全A基础池扩展补充
sz002146,002146.SZ,荣盛发展,全国地产,住宅开发,深交所,主板,156340113.0,0.0,12,全A基础池扩展补充
sz000936,000936.SZ,华西股份,化纤,涤纶,深交所,主板,669591789.0,0.0,4,全A基础池扩展补充
sz301246,301246.SZ,宏源药业,化学制药,原料药,深交所,创业板,800180786.0,0.0,3,全A基础池扩展补充
sh600037,600037.SH,歌华有线,影视音像,广播电视,上交所,主板,181824085.0,0.0,11,全A基础池扩展补充
sz301262,301262.SZ,海看股份,影视音像,广播电视,深交所,创业板,119742865.0,0.0,13,全A基础池扩展补充
sz300700,300700.SZ,岱勒新材,矿物制品,磨具磨料,深交所,创业板,247571287.0,0.0,9,全A基础池扩展补充
sz001289,001289.SZ,龙源电力,新型电力,风力发电,深交所,主板,202994742.0,0.0,10,全A基础池扩展补充
sh600101,600101.SH,明星电力,水力发电,电能综合服务,上交所,主板,416834368.0,0.0,6,全A基础池扩展补充
sh600449,600449.SH,宁夏建材,水泥,水泥制造,上交所,主板,410592851.0,0.0,6,全A基础池扩展补充
sz301188,301188.SZ,力诺药包,玻璃,玻璃制造,深交所,创业板,1218148818.0,0.0,0,全A基础池扩展补充
sz001210,001210.SZ,金房能源,供气供热,热力服务,深交所,主板,483008502.0,0.0,5,全A基础池扩展补充
sz300770,300770.SZ,新媒股份,影视音像,广播电视,深交所,创业板,110109142.0,0.0,13,全A基础池扩展补充
sz002608,002608.SZ,江苏国信,火力发电,火力发电,深交所,主板,479687970.0,0.0,5,全A基础池扩展补充
sz301050,301050.SZ,雷电微力,航空,军工电子,深交所,创业板,228185190.0,0.0,9,全A基础池扩展补充
sz001313,001313.SZ,粤海饲料,饲料,水产饲料,深交所,主板,396359625.0,0.0,6,全A基础池扩展补充
sz300482,300482.SZ,万孚生物,医疗保健,体外诊断,深交所,创业板,131006762.0,0.0,12,全A基础池扩展补充
sz000852,000852.SZ,石化机械,化工机械,能源及重型设备,深交所,主板,108862662.0,0.0,13,全A基础池扩展补充
sh600227,600227.SH,赤天化,农药化肥,氮肥,上交所,主板,568796711.0,0.0,4,全A基础池扩展补充
sz003009,003009.SZ,中天火箭,航空,航天装备,深交所,主板,326525087.0,0.0,7,全A基础池扩展补充
sz002278,002278.SZ,神开股份,化工机械,能源及重型设备,深交所,主板,128979405.0,0.0,12,全A基础池扩展补充
sz002963,002963.SZ,豪尔赛,装修装饰,装修装饰,深交所,主板,106998336.0,0.0,13,全A基础池扩展补充
sh603717,603717.SH,天域生物,农业综合,生猪养殖,上交所,主板,220875368.0,0.0,9,全A基础池扩展补充
sz000037,000037.SZ,深南电A,火力发电,火力发电,深交所,主板,461063666.0,0.0,5,全A基础池扩展补充
sh688811,688811.SH,有研复材,小金属,其他金属新材料,上交所,科创板,551400529.0,0.0,4,全A基础池扩展补充
sz300424,300424.SZ,航新科技,航空,航空装备,深交所,创业板,316138778.0,0.0,7,全A基础池扩展补充
sz000026,000026.SZ,飞亚达,服饰,钟表珠宝,深交所,主板,379618990.0,0.0,6,全A基础池扩展补充
sz002596,002596.SZ,海南瑞泽,水泥,水泥制品,深交所,主板,180334492.0,0.0,10,全A基础池扩展补充
sz000008,000008.SZ,神州高铁,运输设备,轨交设备,深交所,主板,213180878.0,0.0,9,全A基础池扩展补充
sz300363,300363.SZ,博腾股份,化学制药,医疗研发外包,深交所,创业板,528854102.0,0.0,4,全A基础池扩展补充
sz301235,301235.SZ,华康洁净,医疗保健,其他医疗服务,深交所,创业板,437965028.0,0.0,5,全A基础池扩展补充
sh600719,600719.SH,大连热电,供气供热,热力服务,上交所,主板,911575645.0,0.0,1,全A基础池扩展补充
sz300719,300719.SZ,安达维尔,航空,航空装备,深交所,创业板,99448706.0,0.0,13,全A基础池扩展补充
sz300639,300639.SZ,凯普生物,医疗保健,诊断试剂,深交所,创业板,207473184.0,0.0,9,全A基础池扩展补充
sh603616,603616.SH,韩建河山,水泥,水泥制品,上交所,主板,299128393.0,0.0,7,全A基础池扩展补充
sh603608,603608.SH,天创时尚,服饰,鞋帽及其他,上交所,主板,297896802.0,0.0,7,全A基础池扩展补充
sz000560,000560.SZ,我爱我家,房产服务,租赁经纪,深交所,主板,247345695.0,0.0,8,全A基础池扩展补充
sz301683,301683.SZ,慧谷新材,染料涂料,涂料油墨,深交所,创业板,427619217.0,0.0,5,全A基础池扩展补充
sz300350,300350.SZ,华鹏飞,仓储物流,供应链服务,深交所,创业板,97666803.0,0.0,13,全A基础池扩展补充
sz002478,002478.SZ,常宝股份,钢加工,特钢,深交所,主板,203581836.0,0.0,9,全A基础池扩展补充
sh603535,603535.SH,嘉诚国际,仓储物流,跨境物流,上交所,主板,202652872.0,0.0,9,全A基础池扩展补充
sz300809,300809.SZ,华辰装备,机床制造,机床制造,深交所,创业板,243218593.0,0.0,8,全A基础池扩展补充
sh603280,603280.SH,南方路机,工程机械,工程机械整机,上交所,主板,46292589.0,0.0,17,全A基础池扩展补充
sh605286,605286.SH,同力天启,运输设备,楼宇设备,上交所,主板,242864005.0,0.0,8,全A基础池扩展补充
sh600313,600313.SH,农发种业,种植业,种子,上交所,主板,421880262.0,0.0,5,全A基础池扩展补充
sh688202,688202.SH,美迪西,医疗保健,医疗研发外包,上交所,科创板,291171012.0,0.0,7,全A基础池扩展补充
sz300192,300192.SZ,科德教育,文教休闲,教育培训,深交所,创业板,241256325.0,0.0,8,全A基础池扩展补充
sh600969,600969.SH,郴电国际,水力发电,电能综合服务,上交所,主板,166534768.0,0.0,10,全A基础池扩展补充
sh603520,603520.SH,司太立,化学制药,原料药,上交所,主板,719554839.0,0.0,2,全A基础池扩展补充
sz002053,002053.SZ,云南能投,新型电力,风力发电,深交所,主板,286155425.0,0.0,7,全A基础池扩展补充
sz000710,000710.SZ,贝瑞基因,医疗保健,诊断服务,深交所,主板,136635536.0,0.0,11,全A基础池扩展补充
sh688186,688186.SH,广大特材,特种钢,风电零部件,上交所,科创板,135886003.0,0.0,11,全A基础池扩展补充
sh600903,600903.SH,贵州燃气,供气供热,燃气,上交所,主板,711217044.0,0.0,2,全A基础池扩展补充
sz300505,300505.SZ,川金诺,农药化肥,磷肥及磷化工,深交所,创业板,407962329.0,0.0,5,全A基础池扩展补充
sz300254,300254.SZ,仟源医药,化学制药,化学制剂,深交所,创业板,233897939.0,0.0,8,全A基础池扩展补充
sz001391,001391.SZ,国货航,仓储物流,跨境物流,深交所,主板,482879412.0,0.0,4,全A基础池扩展补充
