所属池,代码,展示代码,名称,市场,行业,细分领域,名单分类,来源,入池理由,评分,阶段用途
2000只样本股票池,sz300979,300979.SZ,华利集团,深交所,纺织服饰,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz301498,301498.SZ,乖宝宠物,深交所,农林牧渔,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300189,300189.SZ,神农种业,深交所,农林牧渔,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002891,002891.SZ,中宠股份,深交所,农林牧渔,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz301297,301297.SZ,富乐德,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz301123,301123.SZ,奕东电子,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688678,688678.SH,福立旺,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603052,603052.SH,可川科技,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688535,688535.SH,华海诚科,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002913,002913.SZ,奥士康,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688381,688381.SH,帝奥微,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002993,002993.SZ,奥海科技,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300709,300709.SZ,精研科技,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688798,688798.SH,艾为电子,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300493,300493.SZ,润欣科技,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000536,000536.SZ,华映科技,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688352,688352.SH,颀中科技,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300680,300680.SZ,隆盛科技,深交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002703,002703.SZ,浙江世宝,深交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300681,300681.SZ,英搏尔,深交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600686,600686.SH,金龙汽车,上交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300446,300446.SZ,航天智造,深交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300304,300304.SZ,云意电气,深交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000572,000572.SZ,海马汽车,深交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603786,603786.SH,科博达,上交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000589,000589.SZ,贵州轮胎,深交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601965,601965.SH,中国汽研,上交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz301039,301039.SZ,中集车辆,深交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002062,002062.SZ,宏润建设,深交所,建筑装饰,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600496,600496.SH,精工钢构,上交所,建筑装饰,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600502,600502.SH,安徽建工,上交所,建筑装饰,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600255,600255.SH,鑫科材料,上交所,有色金属,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000795,000795.SZ,英洛华,深交所,有色金属,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688143,688143.SH,长盈通,上交所,通信,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688418,688418.SH,震有科技,上交所,通信,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002897,002897.SZ,意华股份,深交所,通信,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002017,002017.SZ,东信和平,深交所,通信,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600106,600106.SH,重庆路桥,上交所,交通运输,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000429,000429.SZ,粤高速A,深交所,交通运输,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601298,601298.SH,青岛港,上交所,交通运输,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000712,000712.SZ,锦龙股份,深交所,非银金融,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002847,002847.SZ,盐津铺子,深交所,食品饮料,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600779,600779.SH,水井坊,上交所,食品饮料,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000860,000860.SZ,顺鑫农业,深交所,食品饮料,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000552,000552.SZ,甘肃能化,深交所,煤炭,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600123,600123.SH,兰花科创,上交所,煤炭,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600925,600925.SH,苏能股份,上交所,煤炭,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002980,002980.SZ,华盛昌,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300265,300265.SZ,通光线缆,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000533,000533.SZ,顺钠股份,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688707,688707.SH,振华新材,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300617,300617.SZ,安靠智电,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002125,002125.SZ,湘潭电化,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz001283,001283.SZ,豪鹏科技,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600973,600973.SH,宝胜股份,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300427,300427.SZ,红相股份,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688032,688032.SH,禾迈股份,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002534,002534.SZ,西子洁能,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603556,603556.SH,海兴电力,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688349,688349.SH,三一重能,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002201,002201.SZ,九鼎新材,深交所,建筑材料,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600586,600586.SH,金晶科技,上交所,建筑材料,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh605599,605599.SH,菜百股份,上交所,纺织服饰,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002867,002867.SZ,周大生,深交所,纺织服饰,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002293,002293.SZ,罗莱生活,深交所,纺织服饰,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002721,002721.SZ,金一文化,深交所,纺织服饰,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603477,603477.SH,巨星农牧,上交所,农林牧渔,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002124,002124.SZ,天邦食品,深交所,农林牧渔,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600251,600251.SH,冠农股份,上交所,农林牧渔,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300087,300087.SZ,荃银高科,深交所,农林牧渔,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000930,000930.SZ,中粮科技,深交所,农林牧渔,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000735,000735.SZ,罗牛山,深交所,农林牧渔,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000823,000823.SZ,超声电子,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz001298,001298.SZ,好上好,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603890,603890.SH,春秋电子,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688020,688020.SH,方邦股份,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300739,300739.SZ,明阳电路,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603078,603078.SH,江化微,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688416,688416.SH,恒烁股份,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688135,688135.SH,利扬芯片,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688432,688432.SH,有研硅,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603328,603328.SH,依顿电子,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600203,600203.SH,福日电子,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688368,688368.SH,晶丰明源,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688359,688359.SH,三孚新科,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002077,002077.SZ,大港股份,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300046,300046.SZ,台基股份,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002925,002925.SZ,盈趣科技,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300708,300708.SZ,聚灿光电,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688711,688711.SH,宏微科技,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300232,300232.SZ,洲明科技,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688591,688591.SH,泰凌微,上交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002106,002106.SZ,莱宝高科,深交所,电子,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600770,600770.SH,综艺股份,上交所,综合,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002328,002328.SZ,新朋股份,深交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz301529,301529.SZ,福赛科技,深交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002284,002284.SZ,亚太股份,深交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300428,300428.SZ,立中集团,深交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603529,603529.SH,爱玛科技,上交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz301007,301007.SZ,德迈仕,深交所,汽车,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300986,300986.SZ,志特新材,深交所,建筑装饰,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002135,002135.SZ,东南网架,深交所,建筑装饰,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000928,000928.SZ,中钢国际,深交所,建筑装饰,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601096,601096.SH,宏盛华源,上交所,建筑装饰,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002941,002941.SZ,新疆交建,深交所,建筑装饰,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002210,002210.SZ,飞马国际,深交所,环保,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600292,600292.SH,电投水电,上交所,环保,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz301127,301127.SZ,武汉天源,深交所,环保,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603399,603399.SH,永杉锂业,上交所,有色金属,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603124,603124.SH,江南新材,上交所,有色金属,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601702,601702.SH,华峰铝业,上交所,有色金属,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600775,600775.SH,南京熊猫,上交所,通信,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600751,600751.SH,海航科技,上交所,交通运输,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002928,002928.SZ,华夏航空,深交所,交通运输,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300572,300572.SZ,安车检测,深交所,社会服务,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300416,300416.SZ,苏试试验,深交所,社会服务,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000796,000796.SZ,凯撒旅业,深交所,社会服务,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603027,603027.SH,千禾味业,上交所,食品饮料,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600059,600059.SH,古越龙山,上交所,食品饮料,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz000937,000937.SZ,冀中能源,深交所,煤炭,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600395,600395.SH,盘江股份,上交所,煤炭,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603687,603687.SH,大胜达,上交所,轻工制造,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300740,300740.SZ,水羊股份,深交所,美容护理,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh600152,600152.SH,维科技术,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002309,002309.SZ,中利集团,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002350,002350.SZ,北京科锐,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603897,603897.SH,长城科技,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh603530,603530.SH,神马电力,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz002452,002452.SZ,长高电新,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300619,300619.SZ,金银河,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688191,688191.SH,智洋创新,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh601218,601218.SH,吉鑫科技,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz300018,300018.SZ,中元股份,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sz301155,301155.SZ,海力风电,深交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
2000只样本股票池,sh688408,688408.SH,中信博,上交所,电力设备,,2000只样本池,中证全指+申万一级分层抽样,按行业权重代表性与流动性先验纳入,,L8X上游地基；行业代表性验证；后续指标扩面目标
