"代码","展示代码","名称","市场","行业","细分领域","名单分类","来源","入池理由","评分","所属池","阶段用途"
"sz000837","000837.SZ","秦川机床","深交所","机械设备","精密磨床+主轴","机械设备","","","","L8B扩展战略样本池","上游增强样本；用户偏好增强"
"sz002051","002051.SZ","中工国际","深交所","建筑装饰","国际工程","建筑装饰","","","","L8B扩展战略样本池","上游增强样本；用户偏好增强"
"sh603588","603588.SH","高能环境","上交所","环保","生态修复","环保","","","","L8B扩展战略样本池","上游增强样本；用户偏好增强"
"sz002973","002973.SZ","侨银股份","深交所","环保","环卫服务","环保","","","","L8B扩展战略样本池","上游增强样本；用户偏好增强"
"sz002555","002555.SZ","三七互娱","深交所","传媒","游戏","传媒","","","","L8B扩展战略样本池","上游增强样本；用户偏好增强"
"sz002602","002602.SZ","世纪华通","深交所","传媒","游戏+IDC","传媒","","","","L8B扩展战略样本池","上游增强样本；用户偏好增强"
"sz300364","300364.SZ","中文在线","深交所","传媒","数字阅读+IP","传媒","","","","L8B扩展战略样本池","上游增强样本；用户偏好增强"
"sz002345","002345.SZ","潮宏基","深交所","商贸零售","黄金珠宝","商贸零售","","","","L8B扩展战略样本池","上游增强样本；用户偏好增强"
"sh600612","600612.SH","老凤祥","上交所","商贸零售","黄金珠宝","商贸零售","","","","L8B扩展战略样本池","上游增强样本；用户偏好增强"
"sz002867","002867.SZ","周大生","深交所","商贸零售","黄金珠宝","商贸零售","","","","L8B扩展战略样本池","上游增强样本；用户偏好增强"
"sz002003","002003.SZ","伟星股份","深交所","纺织服饰","拉链纽扣辅料","纺织服饰","","","","L8B扩展战略样本池","上游增强样本；用户偏好增强"
"sh600000","600000.SH","浦发银行","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600004","600004.SH","白云机场","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600007","600007.SH","中国国贸","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600008","600008.SH","首创环保","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600009","600009.SH","上海机场","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600010","600010.SH","包钢股份","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600011","600011.SH","华能国际","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600015","600015.SH","华夏银行","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600016","600016.SH","民生银行","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600018","600018.SH","上港集团","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600019","600019.SH","宝钢股份","","钢铁","普钢龙头","钢铁","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600021","600021.SH","上海电力","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600023","600023.SH","浙能电力","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600025","600025.SH","华能水电","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600026","600026.SH","中远海能","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600027","600027.SH","华电国际","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600028","600028.SH","中国石化","","石油石化","炼油化工","石油石化","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600029","600029.SH","南方航空","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600030","600030.SH","中信证券","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600031","600031.SH","三一重工","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600032","600032.SH","浙江新能","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600036","600036.SH","招商银行","","金融","银行","金融","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600038","600038.SH","中直股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600039","600039.SH","四川路桥","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600048","600048.SH","保利发展","","房地产","房地产开发","基建/建材/地产","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600050","600050.SH","中国联通","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600060","600060.SH","海信视像","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600061","600061.SH","国投资本","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600062","600062.SH","华润双鹤","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600066","600066.SH","宇通客车","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600085","600085.SH","同仁堂","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600089","600089.SH","特变电工","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600095","600095.SH","湘财股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600096","600096.SH","云天化","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600098","600098.SH","广州发展","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600104","600104.SH","上汽集团","","汽车","整车","汽车","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600109","600109.SH","国金证券","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600111","600111.SH","北方稀土","","有色金属","稀土","资源/材料","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600115","600115.SH","中国东航","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600118","600118.SH","中国卫星","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600126","600126.SH","杭钢股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600131","600131.SH","国网信通","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600132","600132.SH","重庆啤酒","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600141","600141.SH","兴发集团","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600143","600143.SH","金发科技","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600150","600150.SH","中国船舶","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600153","600153.SH","建发股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600157","600157.SH","永泰能源","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600160","600160.SH","巨化股份","","基础化工","制冷剂","基础化工","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600161","600161.SH","天坛生物","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600166","600166.SH","福田汽车","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600170","600170.SH","上海建工","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600171","600171.SH","上海贝岭","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600176","600176.SH","中国巨石","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600177","600177.SH","雅戈尔","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600183","600183.SH","生益科技","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600188","600188.SH","兖矿能源","","煤炭","煤炭","资源/材料","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600196","600196.SH","复星医药","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600198","600198.SH","大唐电信","","待补充","待补充","历史重点关注","""user_enhance""；""strategic""","用户增强观察池重点关注；未纳入L8指数基底池","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600208","600208.SH","衢州发展","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600219","600219.SH","南山铝业","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600233","600233.SH","圆通速递","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600276","600276.SH","恒瑞医药","","医药医疗","创新药研发","医药/医疗","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600282","600282.SH","南钢股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600295","600295.SH","鄂尔多斯","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600298","600298.SH","安琪酵母","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600299","600299.SH","安迪苏","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600309","600309.SH","万华化学","","基础化工","MDI聚氨酯","基础化工","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600312","600312.SH","平高电气","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600316","600316.SH","洪都航空","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600326","600326.SH","西藏天路","","待补充","待补充","历史重点关注","""user_enhance""；""strategic""","用户增强观察池重点关注；未纳入L8指数基底池","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600329","600329.SH","达仁堂","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600332","600332.SH","白云山","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600339","600339.SH","中油工程","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600346","600346.SH","恒力石化","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600348","600348.SH","华阳股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600352","600352.SH","浙江龙盛","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600362","600362.SH","江西铜业","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600363","600363.SH","联创光电","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600369","600369.SH","西南证券","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600372","600372.SH","中航机载","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600377","600377.SH","宁沪高速","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600378","600378.SH","昊华科技","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600380","600380.SH","健康元","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600390","600390.SH","五矿资本","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600392","600392.SH","盛和资源","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600398","600398.SH","海澜之家","","纺织服饰","大众男装","纺织服饰","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600406","600406.SH","国电南瑞","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600415","600415.SH","小商品城","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600426","600426.SH","华鲁恒升","","基础化工","煤化工","基础化工","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600435","600435.SH","北方导航","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600436","600436.SH","片仔癀","","医药医疗","中药稀缺龙头","医药/医疗","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600438","600438.SH","通威股份","","新能源","光伏硅料+电池","新能源","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600460","600460.SH","士兰微","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600482","600482.SH","中国动力","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600483","600483.SH","福能股份","","电力","海风+气电","电力","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600486","600486.SH","扬农化工","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600487","600487.SH","亨通光电","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600489","600489.SH","中金黄金","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600497","600497.SH","驰宏锌锗","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600498","600498.SH","烽火通信","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600499","600499.SH","科达制造","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600501","600501.SH","航天晨光","","军工","航天装备","军工/航空航天","""user_enhance""；""strategic""","用户增强观察池重点关注；未纳入L8指数基底池；军工/航空航天；航天装备","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600511","600511.SH","国药股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600515","600515.SH","海南机场","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600516","600516.SH","方大炭素","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600517","600517.SH","国网英大","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600519","600519.SH","贵州茅台","","食品饮料","白酒","大消费","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600521","600521.SH","华海药业","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600522","600522.SH","中天科技","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600528","600528.SH","中铁工业","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600535","600535.SH","天士力","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600536","600536.SH","中国软件","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600546","600546.SH","山煤国际","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600547","600547.SH","山东黄金","","有色金属","黄金","有色金属","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600549","600549.SH","厦门钨业","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600562","600562.SH","国睿科技","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600563","600563.SH","法拉电子","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600566","600566.SH","济川药业","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600570","600570.SH","恒生电子","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600578","600578.SH","京能电力","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600580","600580.SH","卧龙电驱","","主板","","历史重点关注","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600582","600582.SH","天地科技","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600583","600583.SH","海油工程","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600584","600584.SH","长电科技","","半导体","封装测试","半导体","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600585","600585.SH","海螺水泥","","建筑材料","水泥","基建/建材/地产","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600588","600588.SH","用友网络","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600598","600598.SH","北大荒","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600600","600600.SH","青岛啤酒","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600601","600601.SH","方正科技","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600602","600602.SH","云赛智联","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600606","600606.SH","绿地控股","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600612","600612.SH","老凤祥","","商贸零售","黄金珠宝","商贸零售","""user_enhance""；""strategic""","用户增强观察池重点关注；未纳入L8指数基底池；商贸零售；黄金珠宝","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600637","600637.SH","东方明珠","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600642","600642.SH","申能股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600655","600655.SH","豫园股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600660","600660.SH","福耀玻璃","","汽车","汽车玻璃","汽车","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600663","600663.SH","陆家嘴","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600673","600673.SH","东阳光","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600674","600674.SH","川投能源","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600685","600685.SH","中船防务","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600688","600688.SH","上海石化","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600690","600690.SH","海尔智家","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600699","600699.SH","均胜电子","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600704","600704.SH","物产中大","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600707","600707.SH","彩虹股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600720","600720.SH","中交设计","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600737","600737.SH","中粮糖业","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600739","600739.SH","辽宁成大","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600741","600741.SH","华域汽车","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600754","600754.SH","锦江酒店","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600760","600760.SH","中航沈飞","","军工","战斗机","军工/航空航天","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600763","600763.SH","通策医疗","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600764","600764.SH","中国海防","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600765","600765.SH","中航重机","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600795","600795.SH","国电电力","","电力","火水并举+弹性装机","电力","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600801","600801.SH","华新建材","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600803","600803.SH","新奥股份","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600808","600808.SH","马钢股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600809","600809.SH","山西汾酒","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600816","600816.SH","建元信托","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600820","600820.SH","隧道股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600845","600845.SH","宝信软件","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600848","600848.SH","上海临港","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600862","600862.SH","中航高科","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600863","600863.SH","华能蒙电","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600871","600871.SH","石化油服","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600873","600873.SH","梅花生物","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600875","600875.SH","东方电气","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600879","600879.SH","航天电子","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600884","600884.SH","杉杉股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600885","600885.SH","宏发股份","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600886","600886.SH","国投电力","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600887","600887.SH","伊利股份","","食品饮料","乳制品","大消费","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600893","600893.SH","航发动力","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600900","600900.SH","长江电力","","电力","水电","大消费","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600901","600901.SH","江苏金租","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600905","600905.SH","三峡能源","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600906","600906.SH","财达证券","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600909","600909.SH","华安证券","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600918","600918.SH","中泰证券","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600919","600919.SH","江苏银行","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600926","600926.SH","杭州银行","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600927","600927.SH","永安期货","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600930","600930.SH","华电新能","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600938","600938.SH","中国海油","","石油石化","海上油气","石油石化","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600941","600941.SH","中国移动","","通信","电信运营商","通信","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600959","600959.SH","江苏有线","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600967","600967.SH","内蒙一机","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600968","600968.SH","海油发展","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600970","600970.SH","中材国际","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600977","600977.SH","中国电影","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600985","600985.SH","淮北矿业","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600988","600988.SH","赤峰黄金","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600989","600989.SH","宝丰能源","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600995","600995.SH","南网储能","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600998","600998.SH","九州通","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh600999","600999.SH","招商证券","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601000","601000.SH","唐山港","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601001","601001.SH","晋控煤业","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601006","601006.SH","大秦铁路","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601009","601009.SH","南京银行","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601012","601012.SH","隆基绿能","","新能源","光伏硅片+组件","新能源","""user_enhance""；""index_base""","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601016","601016.SH","节能风电","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601018","601018.SH","宁波港","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601019","601019.SH","山东出版","","主板","","中证500","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
"sh601021","601021.SH","春秋航空","","主板","","沪深300","index_base","","","L7可交易过滤池","盘后辅助；大样本过滤入口"
